Interactor_A	Interactor_B	Interaction Detection Method	Publication 1st Author	Publication Identifiers
RAD21	IL7R	psi-mi:"MI:0018"(two hybrid)	Panigrahi AK (2011)	pubmed:22145905
RAD21	CSTB	psi-mi:"MI:0018"(two hybrid)	Panigrahi AK (2011)	pubmed:22145905
RAD21	FLNB	psi-mi:"MI:0018"(two hybrid)	Panigrahi AK (2011)	pubmed:22145905
RAD21	CFL1	psi-mi:"MI:0018"(two hybrid)	Panigrahi AK (2011)	pubmed:22145905
RAD21	MSRB2	psi-mi:"MI:0018"(two hybrid)	Panigrahi AK (2011)	pubmed:22145905
RAD21	FHL3	psi-mi:"MI:0018"(two hybrid)	Panigrahi AK (2011)	pubmed:22145905
RAD21	DYNLT1	psi-mi:"MI:0018"(two hybrid)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RPL35A	psi-mi:"MI:0018"(two hybrid)	Panigrahi AK (2011)	pubmed:22145905
RAD21	SMC1A	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	SMC3	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	STAG1	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	STAG2	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	PDS5B	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	PHACTR4	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	TPM3	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	KPNB1	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	CCDC170	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	UBA1	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	MCM2	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	EWSR1	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	CCAR2	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	XIRP2	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	CALML5	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	DEK	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	THSD7A	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	SMR3B	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	PDS5A	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	ALYREF	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	CTTNBP2	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	MCM7	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	MCM4	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	CHD4	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	FHL3	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	CDC34	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	PPM1D	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	DAPK3	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	PPP1R15A	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
CCAR2	RAD21	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	SMC2	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	NCAPG	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
SMARCAD1	SMC1A	psi-mi:"MI:0004"(affinity chromatography technology)	Rowbotham SP (2011)	pubmed:21549307
SMARCAD1	SMC3	psi-mi:"MI:0004"(affinity chromatography technology)	Rowbotham SP (2011)	pubmed:21549307
RAD21	MTA3	psi-mi:"MI:0004"(affinity chromatography technology)	Kwintkiewicz J (2011)	pubmed:22075476
RAD21	TMPO	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	FEN1	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
PPM1D	RAD21	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RPS27A	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	EIF3A	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	YBX1	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RPS3	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	GAPVD1	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RPL5	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	EIF3C	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	GTPBP1	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	UBE2O	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RPS4X	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	EIF4A1	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	EIF2S3	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	HSP90AA1	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RPS18	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	FASN	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	CAD	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	EIF3B	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	TUBB4B	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RPS14	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	EIF4G1	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	CTPS1	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	CCT7	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RNF123	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RPS2	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RPL23A	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	HSD17B8	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	SYNCRIP	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RPS25	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	SMC4	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RPS16	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RPS7	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	CDKN2AIP	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	PSPC1	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RPS26P11	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RPL11	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	DNAJB4	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	SARS2	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	CBR1	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	EIF2S1	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	API5	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RPS19	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RPS15A	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RPS20	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RPS13	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	NCAPD2	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RPS11	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RPS3A	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	DDX3X	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RPL23	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	ACTR3	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	CLASP2	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	CDK9	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RAN	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RPS6	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	PSMC1	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	TOP3A	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	DIP2B	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	ACAT1	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RPL6	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RPL22	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	PSMD2	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	CAPN1	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	NACA	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	SETD3	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RPL30	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	CCT2	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	GNL1	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	FOCAD	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	OLA1	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	EIF3D	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	EIF3F	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RPS10	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	EVL	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	CTTN	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	NAA15	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	UBE3C	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RPS5	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	OSBP	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RPL17	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	CCT3	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	EIF3I	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RPS17	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	G3BP1	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	LRPPRC	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	NAP1L1	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RFC3	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	PRKDC	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	CPS1	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	HSP90AB1	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	TRAP1	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	CSTA	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	CCT8	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	EEF1D	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	DHX9	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	KIF3B	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	SFPQ	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	ITGAM	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	TCF15	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	TRAIP	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	C1QBP	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	HNRNPA3	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	YEATS2	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	STX10	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	OR1E2	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	SERPINB1	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	TFG	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	C3	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	UBE2L6	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	NPAT	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	HNRNPU	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	CLU	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	CCDC7	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	PDZD2	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	ANAPC4	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	CTSG	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	S100A9	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	AZU1	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	UBA52	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	CALML3	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	RNASE3	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
RAD21	AHSP	psi-mi:"MI:0004"(affinity chromatography technology)	Panigrahi AK (2011)	pubmed:22145905
HDGF	SMC3	psi-mi:"MI:0004"(affinity chromatography technology)	Zhao J (2011)	pubmed:21907836
POLR2A	SMC1A	psi-mi:"MI:0004"(affinity chromatography technology)	Kang H (2011)	pubmed:21880767
POLR2A	SMC3	psi-mi:"MI:0004"(affinity chromatography technology)	Kang H (2011)	pubmed:21880767
SMC3	CTCF	psi-mi:"MI:0004"(affinity chromatography technology)	Kang H (2011)	pubmed:21880767
SMC3	SMC1A	psi-mi:"MI:0004"(affinity chromatography technology)	Kang H (2011)	pubmed:21880767
SMC3	RAD21	psi-mi:"MI:0004"(affinity chromatography technology)	Kang H (2011)	pubmed:21880767
SMC3	SUPT5H	psi-mi:"MI:0004"(affinity chromatography technology)	Kang H (2011)	pubmed:21880767
NIPBL	SMC1A	psi-mi:"MI:0004"(affinity chromatography technology)	Kagey MH (2010)	pubmed:20720539
NIPBL	SMC3	psi-mi:"MI:0004"(affinity chromatography technology)	Kagey MH (2010)	pubmed:20720539
NIPBL	MED23	psi-mi:"MI:0004"(affinity chromatography technology)	Kagey MH (2010)	pubmed:20720539
CDK8	SMC1A	psi-mi:"MI:0401"(biochemical)	Kagey MH (2010)	pubmed:20720539
CDK8	SMC3	psi-mi:"MI:0401"(biochemical)	Kagey MH (2010)	pubmed:20720539
CDK8	NIPBL	psi-mi:"MI:0401"(biochemical)	Kagey MH (2010)	pubmed:20720539
CEBPA	SMC1A	psi-mi:"MI:0004"(affinity chromatography technology)	Bararia D (2008)	pubmed:18239623
MDC1	SMC1A	psi-mi:"MI:0004"(affinity chromatography technology)	Stewart GS (2003)	pubmed:12607005
ELAVL1	BRD4	psi-mi:"MI:0004"(affinity chromatography technology)	Abdelmohsen K (2009)	pubmed:19322201
MECP2	SMC3	psi-mi:"MI:0004"(affinity chromatography technology)	Gonzales ML (2012)	pubmed:22615490
MLLT1	BRD4	psi-mi:"MI:0004"(affinity chromatography technology)	Dawson MA (2011)	pubmed:21964340
BRD4	MLLT1	psi-mi:"MI:0004"(affinity chromatography technology)	Dawson MA (2011)	pubmed:21964340
CAPN1	RAD21	psi-mi:"MI:0415"(enzymatic study)	Panigrahi AK (2011)	pubmed:21876002
FBXO25	SMC3	psi-mi:"MI:0004"(affinity chromatography technology)	Teixeira FR (2010)	pubmed:20473970
COPS5	SMC3	psi-mi:"MI:0004"(affinity chromatography technology)	Bennett EJ (2010)	pubmed:21145461
COPS6	SMC3	psi-mi:"MI:0004"(affinity chromatography technology)	Bennett EJ (2010)	pubmed:21145461
RAD21	SMC1A	psi-mi:"MI:0401"(biochemical)	Holzmann J (2011)	pubmed:21043528
RAD21	SMC3	psi-mi:"MI:0401"(biochemical)	Holzmann J (2011)	pubmed:21043528
RAD21	STAG1	psi-mi:"MI:0401"(biochemical)	Holzmann J (2011)	pubmed:21043528
RAD21	STAG2	psi-mi:"MI:0401"(biochemical)	Holzmann J (2011)	pubmed:21043528
SMG5	HDAC8	psi-mi:"MI:0004"(affinity chromatography technology)	Lee H (2006)	pubmed:16809764
SMG6	HDAC8	psi-mi:"MI:0004"(affinity chromatography technology)	Lee H (2006)	pubmed:16809764
HDAC8	HSPA4	psi-mi:"MI:0004"(affinity chromatography technology)	Lee H (2006)	pubmed:16809764
HDAC8	HSP90AA1	psi-mi:"MI:0004"(affinity chromatography technology)	Lee H (2006)	pubmed:16809764
HINFP	NIPBL	psi-mi:"MI:0018"(two hybrid)	Miele A (2007)	pubmed:17577209
NSMCE2	RAD21	psi-mi:"MI:0415"(enzymatic study)	Wu N (2012)	pubmed:22751501
RAD21	NSMCE2	psi-mi:"MI:0004"(affinity chromatography technology)	Wu N (2012)	pubmed:22751501
RAD21	STAG2	psi-mi:"MI:0004"(affinity chromatography technology)	Wu N (2012)	pubmed:22751501
NSMCE2	RAD21	psi-mi:"MI:0401"(biochemical)	Wu N (2012)	pubmed:22751501
NSMCE2	SMC1A	psi-mi:"MI:0401"(biochemical)	Wu N (2012)	pubmed:22751501
NSMCE2	SMC3	psi-mi:"MI:0401"(biochemical)	Wu N (2012)	pubmed:22751501
FBXO6	SMC1A	psi-mi:"MI:0004"(affinity chromatography technology)	Liu B (2012)	pubmed:22268729
FBXO6	SMC3	psi-mi:"MI:0004"(affinity chromatography technology)	Liu B (2012)	pubmed:22268729
RAD21	SMC1A	psi-mi:"MI:0004"(affinity chromatography technology)	Hauf S (2005)	pubmed:15737063
RAD21	SMC3	psi-mi:"MI:0004"(affinity chromatography technology)	Hauf S (2005)	pubmed:15737063
RAD21	STAG1	psi-mi:"MI:0004"(affinity chromatography technology)	Hauf S (2005)	pubmed:15737063
RAD21	STAG2	psi-mi:"MI:0004"(affinity chromatography technology)	Hauf S (2005)	pubmed:15737063
RAD21	SMC1A	psi-mi:"MI:0401"(biochemical)	Havugimana PC (2012)	pubmed:22939629
SMC1A	SMC3	psi-mi:"MI:0401"(biochemical)	Havugimana PC (2012)	pubmed:22939629
RAD21	SMC3	psi-mi:"MI:0401"(biochemical)	Havugimana PC (2012)	pubmed:22939629
MCM7	SMC1A	psi-mi:"MI:0401"(biochemical)	Havugimana PC (2012)	pubmed:22939629
SF3B3	SMC1A	psi-mi:"MI:0401"(biochemical)	Havugimana PC (2012)	pubmed:22939629
RAD21	SNW1	psi-mi:"MI:0401"(biochemical)	Havugimana PC (2012)	pubmed:22939629
SMC1A	SMC2	psi-mi:"MI:0401"(biochemical)	Havugimana PC (2012)	pubmed:22939629
NIPBL	TOMM40	psi-mi:"MI:0401"(biochemical)	Havugimana PC (2012)	pubmed:22939629
PRKDC	RAD21	psi-mi:"MI:0401"(biochemical)	Havugimana PC (2012)	pubmed:22939629
RBM14	SMC1A	psi-mi:"MI:0401"(biochemical)	Havugimana PC (2012)	pubmed:22939629
HNRNPM	SMC3	psi-mi:"MI:0401"(biochemical)	Havugimana PC (2012)	pubmed:22939629
SFPQ	SMC3	psi-mi:"MI:0401"(biochemical)	Havugimana PC (2012)	pubmed:22939629
NIPBL	PPT1	psi-mi:"MI:0401"(biochemical)	Havugimana PC (2012)	pubmed:22939629
ACIN1	SMC1A	psi-mi:"MI:0401"(biochemical)	Havugimana PC (2012)	pubmed:22939629
NIPBL	SF3A2	psi-mi:"MI:0401"(biochemical)	Havugimana PC (2012)	pubmed:22939629
PIN4	RAD21	psi-mi:"MI:0401"(biochemical)	Havugimana PC (2012)	pubmed:22939629
BRD4	RPL6	psi-mi:"MI:0401"(biochemical)	Havugimana PC (2012)	pubmed:22939629
MEA1	RAD21	psi-mi:"MI:0401"(biochemical)	Havugimana PC (2012)	pubmed:22939629
